contest_id,index,name,rating,solved_count,tags
1107,E,Vasya and Binary String,2400,1000,dp
1107,D,Compression,1800,2840,"dp, implementation, math, number theory"
1107,C,Brutality,1300,6830,"greedy, sortings, two pointers"
1107,B,Digital root,1000,8935,"math, number theory"
1107,A,Digits Sequence Dividing,900,8894,"greedy, strings"
1106,F,Lunar New Year and a Recursive Sequence,2400,540,"math, matrices, number theory"
1106,E,Lunar New Year and Red Envelopes,2100,1498,"data structures, dp"
1106,D,Lunar New Year and a Wander,1500,7619,"data structures, dfs and similar, graphs, greedy, shortest paths"
1106,C,Lunar New Year and Number Division,900,10240,"greedy, implementation, math, sortings"
1106,B,Lunar New Year and Food Ordering,1500,5354,"data structures, implementation"
1106,A,Lunar New Year and Cross Counting,800,10539,implementation
1105,E,Helping Hiasat ,2200,1049,"bitmasks, brute force, dp, meet-in-the-middle"
1105,D,Kilani and the Game,1900,2811,"dfs and similar, graphs, implementation, shortest paths"
1105,C,Ayoub and Lost Array,1500,6394,"combinatorics, dp, math"
1105,B,Zuhair and Strings,1100,7498,"brute force, implementation, strings"
1105,A,Salem and Sticks ,1100,8100,"brute force, implementation"
1104,B,Game with string,1200,9110,"data structures, implementation, math"
1104,A,Splitting into digits,800,11768,"constructive algorithms, implementation, math"
1103,E,Radix sum,3400,98,"fft, math, number theory"
1103,D,Professional layer,3100,206,"bitmasks, dp"
1103,C,Johnny Solving,2700,451,"constructive algorithms, dfs and similar, graphs, math"
1103,B,Game with modulo,2000,2352,"binary search, constructive algorithms, interactive"
1103,A,Grid game,1400,6898,"constructive algorithms, implementation"
1102,F,Elongated Matrix,2000,986,"binary search, bitmasks, brute force, dp, graphs"
1102,E,Monotonic Renumeration,1700,3234,"combinatorics, sortings"
1102,D,Balanced Ternary String,1500,5130,"greedy, strings"
1102,C,Doors Breaking and Repairing,1200,8378,games
1102,B,Array K-Coloring,1400,6557,"greedy, sortings"
1102,A,Integer Sequence Dividing,800,13579,math
1101,G,(Zero XOR Subset)-less,2300,749,"math, matrices"
1101,F,Trucks and Cities,2400,661,"binary search, dp"
1101,E,Polycarp's New Job,1500,5890,implementation
1101,D,GCD Counting,2000,2349,"data structures, dfs and similar, dp, number theory, trees"
1101,C,Division and Union,1500,5437,sortings
1101,B,Accordion,1300,7541,"greedy, implementation"
1101,A,Minimum Integer,1000,11093,math
1100,F,Ivan and Burgers,2500,640,"data structures, divide and conquer, greedy, math"
1100,E,Andrew and Taxi,2200,1457,"binary search, dfs and similar, graphs"
1100,D,Dasha and Chess,2500,610,"constructive algorithms, games, interactive"
1100,C,NN and the Optical Illusion,1200,7037,"binary search, geometry, math"
1100,B,Build a Contest,1300,7645,"data structures, implementation"
1100,A,Roman and Browser,1000,7987,implementation
1099,F,Cookies,2400,573,"binary search, data structures, dfs and similar, dp, games, trees"
1099,C,Postcard,1200,6236,"constructive algorithms, implementation"
1099,B,Squares and Segments,1100,7937,"binary search, constructive algorithms, math"
1099,A,Snowball,800,9673,implementation
1098,F,Ж-function,3500,56,"string suffix structures, strings"
1098,E,Fedya the Potter,3400,78,"binary search, implementation, math, number theory"
1098,D,Eels,2800,315,data structures
1098,C,Construct a tree,2400,536,"binary search, constructive algorithms, dfs and similar, graphs, greedy, trees"
1098,B,Nice table,2100,1019,"brute force, constructive algorithms, greedy, math"
1098,A,Sum in the tree,1600,5238,"constructive algorithms, dfs and similar, greedy, trees"
1097,H,Mateusz and an Infinite Sequence,3400,50,"bitmasks, brute force, dp, strings"
1097,G,Vladislav and a Great Legend,3000,245,"combinatorics, dp, trees"
1097,F,Alex and a TV Show,2500,726,"bitmasks, combinatorics, number theory"
1097,E,Egor and an RPG game,3400,246,"constructive algorithms, greedy"
1097,D,Makoto and a Blackboard,2200,1809,"dp, math, number theory, probabilities"
1097,C,Yuhao and a Parenthesis,1400,6119,"greedy, implementation"
1097,B,Petr and a Combination Lock,1200,11410,"bitmasks, brute force, dp"
1097,A,Gennady and a Card Game,800,21366,"brute force, implementation"
1096,G,Lucky Tickets,2400,724,"divide and conquer, dp, fft"
1096,F,Inversion Expectation,2300,960,"dp, math, probabilities"
1096,E,The Top Scorer,2500,371,"combinatorics, dp, math, probabilities"
1096,D,Easy Problem,1800,4178,dp
1096,C,Polygon for the Angle,1600,4890,"brute force, geometry"
1096,B,Substring Removal,1300,6972,"combinatorics, math, strings"
1096,A,Find Divisible,800,12209,"greedy, implementation, math"
1095,F,Make It Connected,1900,2718,"dsu, graphs, greedy"
1095,E,Almost Regular Bracket Sequence,1900,2261,implementation
1095,D,Circular Dance,1600,4772,implementation
1095,C,Powers Of Two,1400,7826,"bitmasks, greedy"
1095,B,Array Stabilization,900,12032,implementation
1095,A,Repeating Cipher,800,16214,implementation
1093,G,Multidimensional Queries,2300,1035,"bitmasks, data structures"
1093,F,Vasya and Array,2400,463,dp
1093,E,Intersection of Permutations,2400,795,data structures
1093,D,Beautiful Graph,1700,4505,"dfs and similar, graphs"
1093,C,Mishka and the Last Exam,1300,6781,greedy
1093,B,Letters Rearranging,900,9985,"constructive algorithms, greedy, sortings, strings"
1093,A,Dice Rolling,800,12663,math
1092,F,Tree with Maximum Cost,1900,2460,"dfs and similar, dp, trees"
1092,E,Minimal Diameter Forest,2000,811,"constructive algorithms, dfs and similar, greedy, trees"
1092,D2,Great Vova Wall (Version 2),2200,1530,"data structures, implementation"
1092,D1,Great Vova Wall (Version 1),2200,1975,"greedy, implementation, math"
1092,C,Prefixes and Suffixes,1700,3765,strings
1092,B,Teams Forming,800,15260,sortings
1092,A,Uniform String,800,11154,implementation
1091,H,New Year and the Tricolore Recreation,3200,191,games
1091,G,New Year and the Factorisation Collaboration,3200,103,"interactive, math, number theory"
1091,F,New Year and the Mallard Expedition,2600,559,"constructive algorithms, greedy"
1091,E,New Year and the Acquaintance Estimation,2400,788,"binary search, data structures, graphs, greedy, implementation, math, sortings"
1091,D,New Year and the Permutation Concatenation,1700,4694,"combinatorics, dp, math"
1091,C,New Year and the Sphere Transmission,1400,6960,"math, number theory"
1091,B,New Year and the Treasure Geolocation,1200,8424,"brute force, constructive algorithms, greedy, implementation"
1091,A,New Year and the Christmas Ornament,800,13783,"brute force, implementation, math"
1090,M,The Pleasant Walk,1000,3434,implementation
1090,L,Berland University,2000,699,"greedy, math"
1090,K,Right Expansion Of The Mind,2000,567,math
1090,J,Two Prefixes,2600,170,strings
1090,I,Minimal Product,2000,542,
1090,H,Linearization,2900,46,
1090,G,Combostone,2500,46,"games, implementation"
1090,F,How to Learn You Score,2600,123,"constructive algorithms, interactive"
1090,E,Horseback Riding,2300,303,"flows, graphs"
1090,D,Similar Arrays,1800,1113,constructive algorithms
1090,C,New Year Presents,2400,251,"constructive algorithms, data structures"
1090,B,LaTeX Expert,1900,799,
1090,A,Company Merging,1300,2378,greedy
1089,M,Minegraphed,2400,380,"constructive algorithms, graphs"
1089,L,Lazyland,900,2224,
1089,K,King Kog's Reception,2400,603,data structures
1089,J,JS Minification,3200,78,"greedy, implementation"
1089,I,Interval-Free Permutations,2600,136,
1089,H,Harder Satisfiability,3400,59,"2-sat, dfs and similar, graphs"
1089,G,Guest Student,1500,1881,math
1089,F,Fractions,1900,1244,math
1089,E,Easy Chess,1700,1406,constructive algorithms
1089,D,Distance Sum,3100,56,graphs
1089,C,Cactus Search,2500,259,interactive
1089,B,Bimatching,3200,119,graphs
1089,A,Alice the Fan,2200,721,dp
1088,F,Ehab and a weird weight formula,2800,244,"data structures, trees"
1088,E,Ehab and a component choosing problem,2400,963,"dp, greedy, math, trees"
1088,D,Ehab and another another xor problem,2000,1808,"bitmasks, constructive algorithms, implementation, interactive"
1088,C,Ehab and a 2-operation task,1400,5759,"constructive algorithms, greedy, math"
1088,B,Ehab and subtraction,1000,8911,"implementation, sortings"
1088,A,Ehab and another construction problem,800,11375,"brute force, constructive algorithms"
1086,F,Forest Fires,3500,57,math
1085,G,Beautiful Matrix,2900,224,"combinatorics, data structures, dp"
1085,F,Rock-Paper-Scissors Champion,2500,409,
1085,E,Vasya and Templates,2300,646,"greedy, implementation, strings"
1085,D,Minimum Diameter Tree,1700,3862,"constructive algorithms, implementation, trees"
1085,C,Connect Three,1600,4354,"implementation, math"
1085,B,Div Times Mod,1100,6896,math
1085,A,Right-Left Cipher,800,9299,"implementation, strings"
1084,C,The Fair Nut and String,1500,4932,"combinatorics, dp, implementation"
1084,B,Kvass and the Fair Nut,1200,5518,"greedy, implementation"
1084,A,The Fair Nut and Elevator,1000,6412,"brute force, implementation"
1083,F,The Fair Nut and Amusing Xor,3300,80,data structures
1083,E,The Fair Nut and Rectangles,2400,1172,"data structures, dp, geometry"
1083,D,The Fair Nut's getting crazy,3500,79,"data structures, implementation"
1083,C,Max Mex,2900,371,"data structures, trees"
1083,B,The Fair Nut and Strings,2000,1214,"greedy, strings"
1083,A,The Fair Nut and the Best Path,1800,3083,"data structures, dp, trees"
1082,G,Petya and Graph,2400,783,"flows, graphs"
1082,F,Speed Dial,2800,230,"dp, strings, trees"
1082,E,Increasing Frequency,2000,2019,"binary search, dp, greedy"
1082,D,Maximum Diameter Graph,1800,2500,"constructive algorithms, graphs, implementation"
1082,C,Multi-Subject Competition,1600,3938,"greedy, sortings"
1082,B,Vova and Trophies,1600,5158,greedy
1082,A,Vasya and Book,1200,6276,"implementation, math"
1081,H,Palindromic Magic,3500,52,"data structures, hashing, strings"
1081,G,Mergesort Strikes Back,3200,104,"math, probabilities"
1081,F,Tricky Interactor,2600,281,"constructive algorithms, implementation, interactive"
1081,E,Missing Numbers,1900,1704,"binary search, constructive algorithms, greedy, math, number theory"
1081,D,Maximum Distance,1800,2267,"dsu, graphs, shortest paths, sortings"
1081,C,Colorful Bricks,1500,4304,"combinatorics, dp, math"
1081,B,Farewell Party,1500,3476,"constructive algorithms, implementation"
1081,A,Definite Game,800,8191,"constructive algorithms, math"
1080,F,Katya and Segments Sets,2400,359,"data structures, interactive, sortings"
1080,E,Sonya and Matrix Beauty,2400,488,strings
1080,D,Olya and magical square,2000,1149,"constructive algorithms, implementation, math"
1080,C,Masha and two friends,1500,3280,implementation
1080,B,Margarite and the best present,900,8269,math
1080,A,Petya and Origami,800,12246,math
1078,E,Negative Time Summation,3400,47,constructive algorithms
1077,F2,Pictures with Kittens (hard version),2100,1139,"data structures, dp"
1077,F1,Pictures with Kittens (easy version),1900,1765,dp
1077,E,Thematic Contests,1800,2751,"greedy, sortings"
1077,D,Cutting Out,1600,4425,"binary search, sortings"
1077,C,Good Array,1300,8258,
1077,B,Disturbed People,1000,10996,greedy
1077,A,Frog Jumping,800,16962,math
1076,G,Array Game,3000,153,"data structures, games"
1076,F,Summer Practice Report,2500,393,"dp, greedy"
1076,E,Vasya and a Tree,1900,2228,"data structures, trees"
1076,D,Edge Deletion,1800,2795,"graphs, greedy, shortest paths"
1076,C,Meme Problem,1300,7547,"binary search, math"
1076,B,Divisor Subtraction,1200,7892,"implementation, math, number theory"
1076,A,Minimizing the String,1200,7899,"greedy, strings"
1075,B,Taxi drivers and Lyft,1200,3239,"implementation, sortings"
1075,A,The King's Race,800,5658,"implementation, math"
1073,G,Yet Another LCP Problem,2600,307,"data structures, string suffix structures"
1073,F,Choosing Two Paths,2500,269,"dfs and similar, dp, greedy, trees"
1073,E,Segment Sum,2300,1199,"bitmasks, combinatorics, dp, math"
1073,D,Berland Fair,1700,4597,"binary search, brute force, data structures, greedy"
1073,C,Vasya and Robot,1800,3055,"binary search, two pointers"
1073,B,Vasya and Books,1000,7932,"implementation, math"
1073,A,Diverse Substring,1000,9666,"implementation, strings"
1071,E,Rain Protection,3500,54,"binary search, geometry"
1070,M,Algoland and Berland,3000,40,"constructive algorithms, divide and conquer, geometry"
1070,L,Odd Federalization,2600,119,constructive algorithms
1070,K,Video Posts,1100,3378,implementation
1070,J,Streets and Avenues in Berhattan,2300,447,dp
1070,I,Privatization of Roads in Berland,2400,318,"flows, graphs"
1070,H,BerOS File Suggestion,1500,2726,"brute force, implementation"
1070,G,Monsters and Potions,2300,626,"brute force, dp, greedy, implementation"
1070,F,Debate,1500,2664,greedy
1070,E,Getting Deals Done,2100,884,"binary search, data structures"
1070,D,Garbage Disposal,1300,3483,greedy
1070,C,Cloud Computing,2000,1431,"data structures, greedy"
1070,B,Berkomnadzor,2400,368,"data structures, greedy"
1070,A,Find a Number,2200,1463,"dp, graphs, number theory, shortest paths"
1068,C,Colored Rooks,1700,2257,"constructive algorithms, graphs"
1068,B,LCM,1200,6338,"math, number theory"
1068,A,Birthday,1400,4791,math
1067,E,Random Forest Rank,2800,172,"dp, graph matchings, math, trees"
1067,D,Computer Game,3100,104,"dp, greedy, math, probabilities"
1067,C,Knights,2600,397,constructive algorithms
1067,B,Multihedgehog,1800,1545,"dfs and similar, graphs, shortest paths"
1067,A,Array Without Local Maximums ,1900,1722,dp
1066,F,Yet another 2D Walking,2100,1001,dp
1066,E,Binary Numbers AND Sum,1700,3584,"data structures, implementation, math"
1066,D,Boxes Packing,1800,3322,"binary search, implementation"
1066,C,Books Queries,1400,5780,implementation
1066,B,Heaters,1500,5139,"greedy, two pointers"
1066,A,Vova and Train,1100,9508,math
1065,G,Fibonacci Suffix,2700,108,strings
1065,F,Up and Down the Tree,2500,626,"dfs and similar, dp, trees"
1065,E,Side Transmutations,2300,646,"combinatorics, strings"
1065,D,Three Pieces,2200,922,"dfs and similar, dp, shortest paths"
1065,C,Make It Equal,1600,5006,greedy
1065,B,Vasya and Isolated Vertices,1300,7351,"constructive algorithms, graphs"
1065,A,Vasya and Chocolate,800,11146,"implementation, math"
1064,B,Equations of Mathematical Magic,1200,6017,math
1064,A,Make a triangle!,800,13014,"brute force, geometry, math"
1063,F,String Journey,3300,273,"data structures, dp, string suffix structures"
1063,E,Lasers and Mirrors,3000,157,"constructive algorithms, math"
1063,D,Candies for Children,2600,291,"brute force, math"
1063,C,"Dwarves, Hats and Extrasensory Abilities",1900,1994,"binary search, constructive algorithms, geometry, interactive"
1063,B,Labyrinth,1800,3866,"graphs, shortest paths"
1063,A,Oh Those Palindromes,1300,7171,"constructive algorithms, strings"
1062,F,Upgrading Cities,2900,194,"dfs and similar, graphs"
1062,E,Company,2300,929,"binary search, data structures, dfs and similar, greedy, trees"
1062,D,Fun with Integers,1800,2789,"dfs and similar, graphs, implementation, math"
1062,C,Banh-mi,1600,4004,"greedy, implementation, math"
1062,B,Math,1500,5124,"greedy, math, number theory"
1062,A,A Prank,1300,6122,"greedy, implementation"
1061,F,Lost Root,2400,376,"interactive, probabilities"
1061,E,Politics,2600,272,"flows, graphs"
1061,D,TV Shows,2000,1647,"data structures, greedy, implementation, sortings"
1061,C,Multiplicity,1700,4099,"data structures, dp, implementation, math, number theory"
1061,B,Views Matter,1400,5471,"greedy, implementation, sortings"
1061,A,Coins,800,12725,"greedy, implementation, math"
1060,H,Sophisticated Device,3300,76,constructive algorithms
1060,G,Balls and Pockets,3400,41,data structures
1060,F,Shrinking Tree,2900,217,"combinatorics, dp"
1060,E,Sergey and Subway,2000,1803,"dfs and similar, dp, trees"
1060,D,Social Circles,1900,2737,"greedy, math"
1060,C,Maximum Subrectangle,1600,3444,"binary search, implementation, two pointers"
1060,B,Maximum Sum of Digits,1100,6403,greedy
1060,A,Phone Numbers,800,8764,brute force
1059,E,Split the Tree,2400,819,"binary search, data structures, dp, greedy, trees"
1059,D,Nature Reserve,2200,1809,"binary search, geometry, ternary search"
1059,C,Sequence Transformation,1600,5039,"constructive algorithms, math"
1059,B,Forgery,1300,5509,implementation
1059,A,Cashier,1000,8632,implementation
1057,C,Tanya and Colored Candies,2000,375,"*special, dp"
1057,B,DDoS,1400,1207,"*special, brute force"
1057,A,Bmail Computer Network,900,2402,"*special, dfs and similar, trees"
1056,H,Detect Robots,3200,70,"data structures, strings"
1056,G,Take Metro,2900,133,"brute force, data structures, graphs"
1056,F,Write The Contest,2500,340,"binary search, dp, math"
1056,E,Check Transcription,2100,1111,"brute force, data structures, hashing, strings"
1056,D,Decorate Apple Tree,1600,3271,"constructive algorithms, dfs and similar, dp, graphs, greedy, sortings, trees"
1056,C,Pick Heroes,1700,1731,"greedy, implementation, interactive, sortings"
1056,B,Divide Candies,1600,2986,"math, number theory"
1056,A,Determine Line,800,4770,implementation
1055,G,Jellyfish Nightmare,3500,39,
1055,F,Tree and XOR,2900,231,"strings, trees"
1055,E,Segments on the Line,2500,452,"binary search, dp"
1055,D,Refactoring,2400,501,"greedy, implementation, strings"
1055,C,Lucky Days,1900,1417,"math, number theory"
1055,B,Alice and Hairdresser,1300,3430,"dsu, implementation"
1055,A,Metro,900,5689,graphs
1054,H,Epic Convolution,3500,81,"chinese remainder theorem, fft, math, number theory"
1054,G,New Road Network,3300,80,"constructive algorithms, greedy, math"
1054,F,Electric Scheme,2700,191,"flows, graph matchings"
1054,E,Chips Puzzle,2400,370,"constructive algorithms, implementation, math"
1054,D,Changing Array,1900,1636,"greedy, implementation"
1054,C,Candies Distribution,1500,3376,"constructive algorithms, implementation"
1054,B,Appending Mex,1000,4905,implementation
1054,A,Elevator or Stairs?,800,6770,implementation
1053,E,Euler tour,3500,93,"constructive algorithms, trees"
1051,G,Distinctification,2900,118,"data structures, dsu, greedy"
1051,F,The Shortest Statement,2400,1190,"graphs, shortest paths, trees"
1051,E,Vasya and Big Integers,2600,421,"binary search, data structures, dp, hashing, strings"
1051,D,Bicolorings,1700,4266,"bitmasks, dp"
1051,C,Vasya and Multisets,1500,6306,"brute force, dp, greedy, implementation, math"
1051,B,Relatively Prime Pairs,1000,9220,"greedy, math, number theory"
1051,A,Vasya And Password,1200,6631,"greedy, implementation, strings"
1047,B,Cover Points,900,11186,"geometry, math"
1047,A,Little C Loves 3 I,800,12631,math
1046,I,Say Hello,2300,192,geometry
1046,F,Splitting money,1400,1754,implementation
1046,C,Space Formula,1400,1887,greedy
1045,J,Moonwalk challenge,2600,89,"data structures, strings, trees"
1045,I,Palindrome Pairs,1600,1893,"hashing, strings"
1045,H,Self-exploration,2400,259,math
1045,G,AI robots,2200,744,data structures
1045,F,Shady Lady,3400,64,"geometry, math"
1045,E,Ancient civilizations,3200,47,"constructive algorithms, geometry"
1045,D,Interstellar battle,2200,357,"math, probabilities, trees"
1045,C,Hyperspace Highways,2300,408,"dfs and similar, graphs, trees"
1045,B,Space Isaac,2400,331,"hashing, number theory"
1045,A,Last chance,2500,170,"data structures, flows, graph matchings, graphs, trees"
1044,F,DFS,2700,257,data structures
1044,E,Grid Sort,3100,53,implementation
1044,D,Deduction Queries,2400,539,"data structures, dsu"
1044,C,Optimal Polygon Perimeter,2100,872,"dp, geometry"
1044,B,Intersecting Subtrees,1900,1156,"dfs and similar, interactive, trees"
1044,A,The Tower is Going Home,1700,2168,"binary search, two pointers"
1043,G,Speckled Band,3500,66,"data structures, divide and conquer, hashing, string suffix structures, strings"
1043,F,Make It One,2500,1019,"bitmasks, combinatorics, dp, math, number theory, shortest paths"
1043,E,"Train Hard, Win Easy",1900,2117,"constructive algorithms, greedy, math, sortings"
1043,D,Mysterious Crime,1700,3298,"brute force, combinatorics, math, meet-in-the-middle, two pointers"
1043,C,Smallest Word,1500,4845,"constructive algorithms, greedy, implementation"
1043,B,Lost Array,1200,5169,implementation
1043,A,Elections,800,8654,"implementation, math"
1042,F,Leaf Sets,2400,811,"data structures, dfs and similar, dsu, graphs, greedy, sortings, trees"
1042,E,Vasya and Magic Matrix,2300,832,"dp, math, probabilities"
1042,D,Petya and Array,1800,3026,"data structures, divide and conquer, two pointers"
1042,C,Array Product,1700,3377,"constructive algorithms, greedy, math"
1042,B,Vitamins,1200,7185,"bitmasks, brute force, dp, implementation"
1042,A,Benches,1100,7918,"binary search, implementation"
1041,F,Ray in the tube,2500,948,"data structures, divide and conquer, dp, math"
1041,E,Tree Reconstruction,1900,2391,"constructive algorithms, data structures, graphs, greedy"
1041,D,Glider,1700,4115,"binary search, data structures, two pointers"
1041,C,Coffee Break,1600,5940,"binary search, data structures, greedy, two pointers"
1041,B,Buying a TV Set,1000,9296,math
1041,A,Heist,800,14852,"greedy, implementation, sortings"
1040,B,Shashlik Cooking,1300,5467,"dp, greedy, math"
1040,A,Palindrome Dance,1000,7100,greedy
1039,E,Summer Oenothera Exhibition,3400,116,data structures
1039,D,You Are Given a Tree,2800,529,"data structures, dp, trees"
1039,C,Network Safety,2200,917,"dfs and similar, dsu, graphs, math, sortings"
1039,B,Subway Pursuit,2100,1539,"binary search, interactive, probabilities"
1039,A,Timetable,2300,579,"constructive algorithms, data structures, greedy, math"
1038,F,Wrap Around,2900,181,"dp, strings"
1038,E,Maximum Matching,2400,697,"bitmasks, brute force, dfs and similar, dp, graphs"
1038,D,Slime,1800,5191,"dp, greedy, implementation"
1038,C,Gambling,1300,7041,"greedy, sortings"
1038,B,Non-Coprime Partition,1100,8818,"constructive algorithms, math"
1038,A,Equality,800,10671,"implementation, strings"
1037,H,Security,3200,283,"data structures, string suffix structures"
1037,G,A Game on Strings,3200,149,games
1037,F,Maximum Reduction,2500,669,"combinatorics, data structures, math"
1037,E,Trips,2200,1914,graphs
1037,D,Valid BFS?,1700,6928,"dfs and similar, graphs, shortest paths, trees"
1037,C,Equalize,1300,10227,"dp, greedy, strings"
1037,B,Reach Median,1300,7540,greedy
1037,A,Packets,1300,7929,"constructive algorithms, greedy, math"
1036,G,Sources and Sinks,2700,226,"bitmasks, brute force, dfs and similar"
1036,F,Relatively Prime Powers,2400,804,"combinatorics, math, number theory"
1036,E,Covered Points,2400,991,"fft, geometry, number theory"
1036,D,Vasya and Arrays,1600,5472,"greedy, two pointers"
1036,C,Classy Numbers,1900,3887,"combinatorics, dp"
1036,B,Diagonal Walking v.2,1600,4550,math
1036,A,Function Height,1000,7825,math
1034,E,Little C Loves 3 III,3200,130,"bitmasks, dp, math"
1034,D,Intervals of Intervals,3500,127,"binary search, data structures, two pointers"
1034,C,Region Separation,2700,374,"combinatorics, dp, number theory, trees"
1034,B,Little C Loves 3 II,2200,1584,"brute force, constructive algorithms, flows, graph matchings"
1034,A,Enlarge GCD,1800,4825,number theory
1033,G,Chip Game,3500,66,games
1033,F,Boolean Computer,2800,225,"bitmasks, brute force, fft, math"
1033,E,Hidden Bipartite Graph,2800,273,"binary search, constructive algorithms, dfs and similar, graphs, interactive"
1033,D,Divisors,2000,1556,"interactive, math, number theory"
1033,C,Permutation Game,1600,3496,"brute force, dp, games"
1033,B,Square Difference,1100,5448,"math, number theory"
1033,A,King Escape,1000,6648,"dfs and similar, graphs, implementation"
1032,G,Chattering,2900,247,
1032,F,Vasya and Maximum Matching,2400,438,"dp, trees"
1032,E,The Unbearable Lightness of Weights,2100,1024,"dp, math"
1032,D,Barcelonian Distance,1900,2007,"geometry, implementation"
1032,C,Playing Piano,1700,2424,"constructive algorithms, dp"
1032,B,Personalized Cup,1200,4176,
1032,A,Kitchen Utensils,900,5490,
1031,F,Familiar Operations,2800,158,"brute force, graphs, math"
1031,E,Triple Flips,2600,288,constructive algorithms
1031,D,Minimum path,1900,1865,greedy
1031,C,Cram Time,1600,3992,greedy
1031,B,Curiosity Has No Limits,1500,3243,
1031,A,Golden Plate,800,9816,"implementation, math"
1030,G,Linear Congruential Generator,2900,230,number theory
1030,F,Putting Boxes Together,2500,537,data structures
1030,E,Vasya and Good Sequences,2000,1997,"bitmasks, dp"
1030,D,Vasya and Triangle,1800,4386,"geometry, number theory"
1030,C,Vasya and Golden Ticket,1300,6936,implementation
1030,B,Vasya and Cornfield,1100,8508,geometry
1030,A,In Search of an Easy Problem,800,37727,implementation
1029,F,Multicolored Markers,2000,1602,"binary search, brute force, math, number theory"
1029,E,Tree with Small Distances,2100,1465,"dp, graphs, greedy"
1029,D,Concatenated Multiples,1900,2368,"implementation, math"
1029,C,Maximal Intersection,1600,4637,"greedy, math, sortings"
1029,B,Creating the Contest,1200,9788,"dp, greedy, math"
1029,A,Many Equal Substrings,1300,7806,"implementation, strings"
1028,H,Make Square,2900,289,math
1028,G,Guess the number,3000,260,"dp, interactive"
1028,F,Make Symmetrical,2900,358,brute force
1028,E,Restore Array,2400,866,constructive algorithms
1028,D,Order book,2100,1338,"combinatorics, data structures, greedy"
1028,C,Rectangles,1600,3412,"geometry, implementation, sortings"
1028,B,Unnatural Conditions,1200,5814,"constructive algorithms, math"
1028,A,Find Square,800,8093,implementation
1027,G,X-mouse in the Campus,2600,177,"bitmasks, math, number theory"
1027,F,Session in BSU,2400,745,"binary search, dfs and similar, dsu, graph matchings, graphs"
1027,E,Inverse Coloring,2100,1162,"combinatorics, dp, math"
1027,D,Mouse Hunt,1700,4336,"dfs and similar, graphs"
1027,C,Minimum Value Rectangle,1600,5060,greedy
1027,B,Numbers on the Chessboard,1200,6688,"implementation, math"
1027,A,Palindromic Twist,1000,10003,"implementation, strings"
1025,G,Company Acquisitions,3200,168,"constructive algorithms, math"
1025,F,Disjoint Triangles,2700,397,geometry
1025,E,Colored Cubes,2700,393,"constructive algorithms, implementation, matrices"
1025,D,Recovering BST,2100,2208,"brute force, dp, math, number theory, trees"
1025,C,Plasticine zebra,1600,4478,"constructive algorithms, implementation"
1025,B,Weakened Common Divisor,1600,5376,"brute force, greedy, number theory"
1025,A,Doggo Recoloring,900,9200,"implementation, sortings"
1023,G,Pisces,3400,33,"data structures, flows, trees"
1023,F,Mobile Phone Network,2600,498,"dfs and similar, dsu, graphs, trees"
1023,E,Down or Right,2100,1398,"constructive algorithms, interactive, matrices"
1023,D,Array Restoration,1700,3095,"constructive algorithms, data structures"
1023,C,Bracket Subsequence,1200,6609,greedy
1023,B,Pair of Toys,1000,7383,math
1023,A,Single Wildcard Pattern Matching,1200,6372,"brute force, implementation, strings"
1020,B,Badge,1000,11279,"brute force, dfs and similar, graphs"
1020,A,New Building for SIS,1000,7325,math
1019,E,Raining season,3200,151,"data structures, divide and conquer, trees"
1019,D,Large Triangle,2700,371,"binary search, geometry, sortings"
1019,C,Sergey's problem,3000,557,"constructive algorithms, graphs"
1019,B,The hat,2000,1310,"binary search, interactive"
1019,A,Elections,1700,3535,"brute force, greedy"
1017,H,The Films,3300,45,brute force
1017,G,The Tree,3200,271,data structures
1017,F,The Neutral Zone,2500,566,"brute force, math"
1017,E,The Supersonic Rocket,2400,586,"geometry, hashing, strings"
1017,D,The Wu,1900,2453,"bitmasks, brute force, data structures"
1017,C,The Phone Number,1600,4521,"constructive algorithms, greedy"
1017,B,The Bits,1200,7289,"implementation, math"
1017,A,The Rank,800,12962,implementation
1016,G,Appropriate Team,2700,148,"bitmasks, math, number theory"
1016,F,Road Projects,2600,428,"dfs and similar, dp, trees"
1016,E,Rest In The Shades,2400,656,"binary search, geometry"
1016,D,Vasya And The Matrix,1800,3252,"constructive algorithms, flows, math"
1016,C,Vasya And The Mushrooms,1800,2735,"dp, implementation"
1016,B,Segment Occurrences,1300,6645,"brute force, implementation"
1016,A,Death Note,900,10148,"greedy, implementation, math"
1015,F,Bracket Substring,2300,508,"dp, strings"
1015,E2,Stars Drawing (Hard Edition),1900,2100,"binary search, dp, greedy"
1015,E1,Stars Drawing (Easy Edition),1700,2974,"brute force, dp, greedy"
1015,D,Walking Between Houses,1600,4698,"constructive algorithms, greedy"
1015,C,Songs Compression,1100,9702,sortings
1015,B,Obtaining the String,1200,7821,implementation
1015,A,Points in Segments,800,13814,implementation
1013,B,And,1200,5412,greedy
1013,A,Piles With Stones,800,8328,math
1012,F,Passports,3400,74,"dp, implementation"
1012,E,Cycle sort,3100,126,"dsu, math"
1012,D,AB-Strings,2800,177,"constructive algorithms, strings"
1012,C,Hills,1900,1915,dp
1012,B,Chemical table,1900,2542,"constructive algorithms, dfs and similar, dsu, graphs, matrices"
1012,A,Photo of The Sky,1500,4793,"brute force, implementation, math, sortings"
